?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_01001804>	"subtropical forest"	"A forest ecosystem which is subject to subtropical climate conditions."
<http://purl.obolibrary.org/obo/ENVO_01001809>	"subtropical grassland"	"A grassland which is subject to subtropical climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01000191>	"subtropical grassland biome"	"A subtropical grassland in which dominant ecological communities have reached their climax successional state."
<http://purl.obolibrary.org/obo/ENVO_01001802>	"subtropical moist broadleaf forest"	"A subtropical broadleaf forest which 1) has low variability in annual temperature, 2) high levels of rainfall (>200 centimeter annually), and 3) has tree communities dominated by semi-evergreen and evergreen species."
<http://purl.obolibrary.org/obo/ENVO_01000226>	"subtropical moist broadleaf forest biome"	"A subtropical moist broadleaf forest in which dominant ecological communities have reached their climax successional state."
<http://purl.obolibrary.org/obo/ENVO_01000187>	"subtropical savanna biome"	"A savanna biome which is subject to subtropical climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000213>	"subtropical shrubland biome"	"A shrubland biome which is subject to subtropical climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000222>	"subtropical woodland biome"	"A woodland biome which is subject to subtropical climate patterns."
<http://purl.obolibrary.org/obo/ENVO_03501109>	"subway train"	"A passenger train which runs along an undergroud rail system."
<http://purl.obolibrary.org/obo/ENVO_00000159>	"sugar plantation"	
<http://purl.obolibrary.org/obo/ENVO_02000143>	"sugar refinery"	"A refinery which is capable of processing raw sugar. Raw sugar is processed from cane or beets into white refined sugar."
<http://purl.obolibrary.org/obo/ENVO_00000126>	"sulfur spring"	"A spring through which water with elevated levels of dissolved derivatives of sulfur flows."
<http://purl.obolibrary.org/obo/ENVO_03501290>	"supermarket"	"A self-service shop offering a wide variety of food, beverages and household products, organized into sections."
<http://purl.obolibrary.org/obo/ENVO_03000035>	"supraglacial lake"	"A water body which is located in a depression within the surface of a glacier."
<http://purl.obolibrary.org/obo/ENVO_01001884>	"surface landform"	"A landform which occurs on the surface of an astronomical body."
<http://purl.obolibrary.org/obo/ENVO_01001554>	"surface layer of a water body"	"A water surface that is part of a water body."
<http://purl.obolibrary.org/obo/ENVO_01001483>	"surface of an astronomical body"	"A surface layer where the solid or liquid material of an astronomical body comes into contact with an atmosphere or outer space."
<http://purl.obolibrary.org/obo/ENVO_02000059>	"surface soil"	"A soil consisting of the upper layer of soil on the surface consisting of loose material capable of supporting life composed of a mixture of mineral and organic matter."
<http://purl.obolibrary.org/obo/ENVO_03501153>	"surgical intensive care unit facility"	"An intensive care unit facility which is used to provide  surgical services for critically ill patients."
<http://purl.obolibrary.org/obo/ENVO_01001648>	"suspended colloidal sediment"	"Colloidal sediment which is suspended in a part of the hydrosphere."
<http://purl.obolibrary.org/obo/ENVO_03501249>	"suspension bridge"	"A bridge which has its deck hung on vertical suspenders via suspension cables."
<http://purl.obolibrary.org/obo/ENVO_00000543>	"swale"	"A depression which comprises a low tract of land, especially when moist or marshy."
<http://purl.obolibrary.org/obo/ENVO_01001208>	"swamp area"	"An area of wetland which overlaps a swamp ecosystem."
<http://purl.obolibrary.org/obo/ENVO_01000432>	"swamp forest"	
<http://purl.obolibrary.org/obo/ENVO_03501250>	"swing bridge"	"A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally."
<http://purl.obolibrary.org/obo/ENVO_00000334>	"syngenetic karst"	"Karst developed in eolian calcarenite when the development of karst features has taken place at the same time as the lithification of dune sand."
<http://purl.obolibrary.org/obo/ENVO_01001534>	"tabular iceberg"	"An iceberg which 1) has a flat upper surface, 2) is derived from an ice shelf, ice tongue, or floating tidewater glacier via detachment."
<http://purl.obolibrary.org/obo/ENVO_03600020>	"tailings dam"	"An earth-filled dam which is used for the storage of mining operations byproducts, after separating the ore from the gangue."
<http://purl.obolibrary.org/obo/ENVO_03600021>	"tailings pond"	"A human construction which is used as a storage area for mining tailings."
<http://purl.obolibrary.org/obo/ENVO_01000972>	"take-out restaurant"	"A restaurant which provides prepared meals or other food products that the purchaser must eat off its premises."
<http://purl.obolibrary.org/obo/ENVO_00000552>	"talik"	"An area of unfrozen ground surrounded by permafrost."
<http://purl.obolibrary.org/obo/ENVO_01000366>	"talus cave"	"A talus cave is a cave formed by the openings between large boulders which have fallen into a random heap."
<http://purl.obolibrary.org/obo/ENVO_01000334>	"talus slope"	"A talus slope is a slope which has a surface layer composed of scree."
<http://purl.obolibrary.org/obo/ENVO_00003323>	"tannery"	"A tannery is a building in which the skins of animals are treated with chemicals to alter the structure of their constituent proteins, creating leather."
<http://purl.obolibrary.org/obo/ENVO_00000455>	"tarn"	"A mountain lake that is formed in a cirque excavated by a glacier. A moraine may form a natural dam below a tarn."
<http://purl.obolibrary.org/obo/ENVO_00000162>	"tea plantation"	
<http://purl.obolibrary.org/obo/ENVO_00002275>	"technosol"	"Technosols are soils whose properties and pedogenesis are dominated by their technical origin. They contain a significant amount of artefacts (something in the soil recognizably made or extracted from the earth by humans), or are sealed by technic hard rock (material created by humans, having properties unlike natural rock). They include soils from wastes (landfills, sludge, cinders, mine spoils and ashes), pavements with their underlying unconsolidated materials, soils with geomembranes and constructed soils in human-made materials."
<http://purl.obolibrary.org/obo/ENVO_01000983>	"technosphere"	"A part of an astronomical body which includes, as parts, all the entities which have been constructed or manufactured by humans or their technology and which are within the gravitational sphere of influence of that body."
<http://purl.obolibrary.org/obo/ENVO_01001092>	"tectonic lake"	"A lake which is contained in a depression formed by the deformation and resulting lateral and vertical movements of a lithosphere."
<http://purl.obolibrary.org/obo/ENVO_01001097>	"tectonic plate"	"A part of a lithosphere which is separated by other such parts by geographic faults or similar geomorphological discontinuities."
<http://purl.obolibrary.org/obo/ENVO_01001831>	"temperate biome"	"A biome which is subject to temperate climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01000397>	"temperate broadleaf evergreen forest"	"A broadleaf evergreen forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01001794>	"temperate broadleaf forest"	"A broadleaf forest which is subject to temperate climate conditions."
<http://purl.obolibrary.org/obo/ENVO_01000202>	"temperate broadleaf forest biome"	"A broadleaf forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000211>	"temperate coniferous forest biome"	"A coniferous forest biome which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000385>	"temperate deciduous broadleaf forest"	"A deciduous broadleaf forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000386>	"temperate deciduous needleleaf forest"	"A deciduous needleleaf forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000182>	"temperate desert biome"	"A temperate desert biome is a desert biome which has communities adapted to intermediate insolation, low rainfall, and large temperature variations between winter and summer. Winter temperatures may fall below 0 degrees Celsius. Some precipitation in this biome may fall as snow."
<http://purl.obolibrary.org/obo/ENVO_01000383>	"temperate evergreen needleleaf forest"	"An evergreen needleleaf forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01001805>	"temperate forest"	"A forest ecosystem which is subject to temperate climate conditions."
<http://purl.obolibrary.org/obo/ENVO_01000398>	"temperate freshwater swamp forest"	"A freshwater swamp forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01001811>	"temperate grassland"	
<http://purl.obolibrary.org/obo/ENVO_01000193>	"temperate grassland biome"	
<http://purl.obolibrary.org/obo/ENVO_01000856>	"temperate marginal sea biome"	"A marginal sea biome which is located in a region with a temperate climate."
<http://purl.obolibrary.org/obo/ENVO_01000860>	"temperate marine upwelling biome"	"A marine upwelling biome which is located in a region subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000857>	"temperate mediterranean sea biome"	"A mediterranean sea biome which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000389>	"temperate mixed broadleaf forest"	"A temperate mixed forest which has communities of trees composed primarily of species with broad leaves."
<http://purl.obolibrary.org/obo/ENVO_01001796>	"temperate mixed forest"	"A mixed forest which is subject to temperate climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01000212>	"temperate mixed forest biome"	"A temperate mixed forest in which dominant ecological communities have reached their climax successional state."
<http://purl.obolibrary.org/obo/ENVO_01000390>	"temperate mixed needleleaf forest"	"A temperate mixed forest which has communities of trees composed primarily of species with needle-like leaves (e.g. conifers)."
<http://purl.obolibrary.org/obo/ENVO_01001455>	"temperate mountain"	"A mountain that is part of a temperate environment."
<http://purl.obolibrary.org/obo/ENVO_01000189>	"temperate savanna biome"	"A savanna biome which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000395>	"temperate sclerophyllous dry forest"	"A sclerophyllous forest which is subject to temperate climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000215>	"temperate shrubland biome"	"A shrubland biome which is subject to temperate climate patterns."
