class,alternative_term,comment,definition,editor_note,has_broad_synonym,has_exact_synonym,has_narrow_synonym,has_related_synonym,hasSynonym,in_subset,label,superclasses
ENVO_00003094,,,A portion of L-(+)-tartrate enriched soil is a portion of soil with elevated levels of L-(+)-tartrate.,,,,,,,,L-(+)-tartrate enriched soil,ENVO_00003082
ENVO_00003095,,,A portion of quinate enriched soil is a portion of soil with elevated levels of quinate.,,,,,,,,quinate enriched soil,ENVO_00003082
ENVO_00003914,,,Soil which has increased levels of chalk.,,,,,,,,chalk soil,ENVO_00003082
ENVO_00005753,,,A portion of urea enriched soil is a portion of soil with elevated levels of urea.,,,,,,,,urea enriched soil,ENVO_00003082
ENVO_00005757,,,A portion of bacteria enriched soil is a portion of soil with elevated bacterial abundance.,,,,,,,,bacteria enriched soil,ENVO_00003082
ENVO_00005762,,,A portion of chloropicrin enriched soil is a portion of soil with elevated levels of chloropicrin.,,,,,,,,chloropicrin enriched soil,ENVO_00003082
ENVO_00005763,,,"Soil which 1) has increased levels of humus, 2) has low pH levels, 3) has increased levels of mineral ash.",,,,,,,,humus-rich acidic ash soil,ENVO_00003082
ENVO_00005776,,,Paddy field soil which has increased levels of peat.,,,,,,,,peaty paddy field soil,"ENVO_00003082, ENVO_00005740"
ENVO_01000427,,"Logical definition will be created pending import of ""carbon nanotube"" from CHEBI",A portion of carbon nanotube enriched soil is a portion of soil with elevated levels of carbon nanotubes.,,,,,,,,carbon nanotube enriched soil,ENVO_00003082
ENVO_06105274,,"Some authorities consider sandy loam to be a soil composed of 50-70% sand, 0-50% silt, and 0-20% clay. Others, a soil material that contains either 20% or less clay, with a percentage of silt plus twice the percentage of clay that exceeds 30, and 52% or more sand; or less than 7% clay, less than 50% silt, and between 43% and 52% sand.",Loam which has a high proportion of sand in its composition.,,,,,,,,sandy loam,"ENVO_00003082, ENVO_00002258"
ENVO_06105275,,USDA textural classes of soils,Loam which has a high proportion of silt in its composition.,,,,,,,,silty loam,"ENVO_00003082, ENVO_00002258"
ENVO_06105275,,"Some authorities consider silt loam to be a soil composed of 20-50% of sand, 74-88% silt and 0-27% of clay.",Loam which has a high proportion of silt in its composition.,,,,,,,,silty loam,"ENVO_00003082, ENVO_00002258"
ENVO_06105277,,"Some authorities consider clay loam to be a soil composed of 20-45% sand, 15-52% silt, and 27 to 40% clay.",Loam which has a high proportion of clay in its composition.,"Interestingly, some instances of this class may not actually conform to the definition of loam, by having roughly unequal proportions of sand and silt and quite a large proportion of clay.",,,,,,,clay loam,"ENVO_00003082, ENVO_00002258"
ENVO_01001841,,,An andosol which derives its silica content from glass and tephra ejected during a volcanic eruption.,,,,,,,,volcanic soil,ENVO_00002232
ENVO_00002234,,,Acrisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Acrisols have in certain depths a low base saturation and low-activity clays.,,,,,,,,acrisol,ENVO_01001397
ENVO_00002236,,,"Cryosols comprise mineral soils formed in a permafrost environment. Where water is present, it occurs primarily in the form of ice. Cryogenic processes are the dominant soil-forming processes.",,,,,gelisol,,envoPolar,cryosol,ENVO_01001526
ENVO_00005765,,,Compost soil which is frozen.,,,,,,,,frozen compost soil,"ENVO_01001526, ENVO_00005747"
ENVO_01001527,,,"Frozen soil which is cemented by water ice but has viscous properties due to its high, unfrozen water content and therefore will compress and deform under load.",,,,,,,,plastic-frozen soil,ENVO_01001526
ENVO_00005774,,,A histosol which is formed by the decomposition of vegetation or organic matter.,,turf,,,peat,,,peat soil,ENVO_00002243
ENVO_00005740,,,Soil which is part of a paddy field.,,,,,rice paddy soil,,,paddy field soil,"ENVO_00002259, ENVO_00005755"
ENVO_00005788,,Soil which is part of a rubber plantation.,,,,,,,,,rubber plantation soil,"ENVO_00002259, ENVO_00005749"
ENVO_00005789,,,Bluegrass field soil is a soil which is found in a field of Kentucky Bluegrass (Poa pratensis).,,,,,,,,bluegrass field soil,ENVO_00002259
ENVO_00002260,,,Soil which is part of some dune.,,,,,,,,dune soil,ENVO_00005786
ENVO_00005769,,,Soil which is part of a forest growing on a mountain.,,,,,,,,mountain forest soil,"ENVO_00005786, ENVO_00002261"
ENVO_00005770,,,Soil which is part of a forest whose communites of arborescent plants are dominated the genus Fagus.,,,,,,,,beech forest soil,ENVO_00002261
ENVO_00005783,,,Soil which is part of a woodland dominated by leafy trees.,,,,,,,,leafy wood soil,ENVO_00002261
ENVO_00005784,,,Soil which is part of a forest whose communites of arborescent plants are dominated the genus Picea.,,,,,,,,spruce forest soil,ENVO_00002261
ENVO_00005787,,,Soil which is part of a forest whose communites of arborescent plants are dominated the genus Eucalyptus.,,,,,,,,eucalyptus forest soil,ENVO_00002261
ENVO_00005744,,,Soil which is part of an allotment garden.,,,,,,,,allotment garden soil,ENVO_00002263
ENVO_00005779,,,Garden soil which is part of a garden used for the cultivation of vegetables.,,,,,,,,vegetable garden soil,ENVO_00002263
ENVO_00005746,,,A portion of soil which is found in a savanna.,,,,,,,,savanna soil,ENVO_00005750
ENVO_00005777,,,A portion of soil which is found in a steppe.,,,,,,,,steppe soil,ENVO_00005750
ENVO_00005772,,,Soil in which trees from an orchard grow.,,,,,,,,orchard soil,ENVO_00005749
ENVO_01000277,,"Water ice can appear transparent or opaque bluish-white color, depending on the presence of impurities or air inclusions. The addition of other materials such as soil may further alter its appearance.

When speaking about ice on Earth, usually water ice is meant - the solid, crystalline form of water found in the atmosphere as snow crystals, hail, ice pellets, etc., and on the earth's surface in forms such as hoarfrost, rime, glaze, sea ice, glacier ice, ground ice, frazil, anchor ice, etc.

This form of water is, strictly speaking, called ice Ih, the Roman numeral I distinguishing it from more than a dozen other phases and the letter h distinguishing it from the metastable cubic phase ice Ic. Ice Ih is the only one of the several known phases of water ice that is stable at commonly occurring temperatures and pressures. (Some of the other forms have very unusual properties, ice VII, for example, being stable only at pressures above 22 400 kg/cm^2, but then existing at temperatures up to about 100C.)

It has an open structure with a specific gravity of 0.9166 which is slightly less than water; because the water molecules bond to their neighbors covalently only in four directions; it therefore floats on higher density water, where broken molecular bonds permit closer packing. All commonly occurring forms of ice are crystalline, although large single crystals are relatively rare except in glaciers. The ice crystal lattice possesses hexagonal symmetry that manifests itself in the gross forms of such single crystals as are sometimes found in snow. At an air pressure of one atmosphere, ice melts at 0 C by definition of the Celsius temperature scale. (Strictly speaking the equilibrium point among water, ice, and vapor occurs at +0.01C, the triple point.) On the other hand, ice does not invariably form in liquid water cooled below this temperature; it has a tendency to supercool, more so in the absence of ice nuclei.

In permafrost regions, ice may occupy voids in soils and rocks and may develop in a variety of forms. Ice may be colourless to pale blue or greenish-blue. It may appear white due to included gas bubbles; in exposures, ground ice may also appear black.

In nature ice is formed either by: (a) the freezing of water, (b) the condensation of atmospheric water vapour direct into ice crystals, (c) the compaction of snow with or without the motion of a glacier, or (d) the impregnation of porous snow masses with water which subsequently freeze.",Ice which is formed from water.,,,,,ice,,envoPolar,water ice,ENVO_01001125
ENVO_01001138,,,Ice which is primarily composed of carbon dioxide.,,,,,dry ice,,envoAstro,carbon dioxide ice,ENVO_01001125
ENVO_01001140,,,Ice which is primarily composed of ammonia.,,,,,,,envoAstro,ammonia ice,ENVO_01001125
ENVO_01001141,,,Ice which is primarily composed of carbon monoxide.,,,,,,,envoAstro,carbon monoxide ice,ENVO_01001125
ENVO_00002016,,,"A rock formed by deposition of either clastic sediments, organic matter, or chemical precipitates (evaporites), followed by compaction of the particulate matter and cementation during diagenesis.",,,,,,,,sedimentary rock,ENVO_00001995
ENVO_01000662,,"Scoria differs from pumice in having larger vesicles, thicker vesicle walls and being dark colored and denser.","Scoria is a highly vesicular, dark colored volcanic rock that may or may not contain crystals.",,,cinder,,,,,scoria,ENVO_00001995
ENVO_01000663,,"Scoria differs from pumice in having larger vesicles, thicker vesicle walls and being dark colored and denser.","Pumice is a volcanic rock that consists of highly vesicular rough textured volcanic glass, which may or may not contain crystals.",,,,,,,,pumice,ENVO_00001995
ENVO_00002013,,,Rock formed from molten magma.,,,,,,,,igneous rock,ENVO_00001995
ENVO_00002015,,"Due to the general suggestion that volcanic rock simply comes from a volcanic process, it's not immediately clear whether this is interchangeable with igneous rock.",An igneous rock that results from magma reaching the surface either as lava or fragmental ejecta.,,,,,,,,volcanic rock,ENVO_00001995
ENVO_00002017,,,A rock formed by subjecting any rock type (including previously-formed metamorphic rock) to different temperature and pressure conditions than those in which the original rock was formed. These temperatures and pressures are always higher than those at the Earth's surface and must be sufficiently high so as to change the original minerals into other mineral types or else into other forms of the same minerals (e.g. by recrystallisation).,,,,,,,,metamorphic rock,ENVO_00001995
