	IAO_0000115	hasExactSynonym	comment	label	IAO_0000116	hasBroadSynonym	hasNarrowSynonym	hasRelatedSynonym
ENVO_02000029	['A bodily fluid material which is composed primarily of cerebrospinal fluid, a clear bodily fluid that occupies the subarachnoid space and the ventricular system around and inside the brain. CSF is a clear bodily fluid that occupies the subarachnoid space and the ventricular system around and inside the brain.']	['CSF material']	"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['cerebrospinal fluid material']				['Liquor cerebrospinalis']
ENVO_02000030	['A bodily fluid material which is composed primarily of chyle, a bodily fluid consisting of a milky fluid consisting of lymph and emulsified fats; formed in the small intestine during digestion of ingested fats.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['chyle material']				
ENVO_02000031	"[""A bodily fluid material which is composed primarily of breast milk, is a bodily fluid produced that is secreted from two milk-secreting glandular organs on a female's chest.""]"		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['breast milk material']				
ENVO_02000032	['A bodily fluid material which is composed primarily of vitreous humor, a bodily fluid consisting of a clear gel that fills the space between the lens and the retina of the eyeball of humans and other vertebrates.']	['vitreous humour material']	"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['vitreous humor material']				
ENVO_02000033	['A bodily fluid material which is composed primarily of a pleural effusion, a bodily fluid that is produced in excess and accumulates in the pleural cavity, the fluid-filled space that surrounds the lungs. Excessive amounts of such fluid can impair breathing by limiting the expansion of the lungs during inhalation.']			['pleural effusion material']				
ENVO_02000034	['A bodily fluid material which is composed primarily of a volume of tears, a bodily fluid consisting of a drop of the clear salty liquid secreted by glands (lacrimal glands) in the eyes. Tears wet the membrane covering the eye and help rid the eye of irritating substances.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['tear material']				
ENVO_02000035	['A bodily fluid material which is composed primarily of an oronasal secretion, a bodily fluid secreted from the body via the mouth or nose.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['oronasal secretion material']				
ENVO_02000036	['A bodily fluid material which is composed primarily of saliva, a slightly alkaline secretion of water, mucin, protein, salts, and often a starch-splitting enzyme (as ptyalin) that is secreted into the mouth by salivary glands, lubricates ingested food, and often begins the breakdown of starches.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['saliva material']				
ENVO_02000037	['A bodily fluid material which is composed primarily of sebum, an oily bodily fluid secreted from the sebaceous glads that is made of fat (lipids) and the debris of dead fat-producing cells. In the glands, sebum is produced within specialized cells and is released as these cells burst. Sebum acts to protect and waterproof hair and skin, and keep them from becoming dry, brittle and cracked. It can also inhibit the growth of microorganisms on skin.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['sebum material']				
ENVO_02000038	['A bodily fluid material which is composed primarily of pus, a bodily fluid consisting of a whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections. Pus is produced from the dead and living cells which travel into the intercellular spaces around the affected cells.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['pus material']				
ENVO_02000039	['A bodily fluid material which is composed primarily of synovial fluid, a bodily fluid secreted by the synovial membrane into the joint cavity to form a thin layer at the surface of cartilage.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['synovial fluid material']				
ENVO_02000040	['A bodily fluid material which is composed primarily of mucus, a bodily fluid consisting of a slippery secretion of the lining of the mucous membranes in the body. It is a viscous colloid containing antiseptic enzymes (such as lysozyme) and immunoglobulins. Mucus is produced by goblet cells in the mucous membranes that cover the surfaces of the membranes. It is made up of mucins and inorganic salts suspended in water.']		"['ENVO bodily fluid classes differ from UBERON\'s treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON\'s classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.']"	['mucus material']				
